dataset,eps_fraction,eps_abs,min_samples,auto_eps,true_contam,auc_roc,auc_roc_std,auc_pr,auc_pr_std,f1,f1_std
breastw,1.0,2.2463,20,2.2463,0.34992679355783307,0.9797913316164271,0.006300786590109868,0.9545281487045646,0.017520237272200253,0.6114711350293542,0.04426091699297737
breastw,1.5,3.3694,2,2.2463,0.34992679355783307,0.9583222291345198,0.010506515857412566,0.9191962627934218,0.030511955010894053,0.0,0.0
breastw,1.5,3.3694,3,2.2463,0.34992679355783307,0.9583222291345198,0.010506515857412566,0.9191962627934218,0.030511955010894053,0.0,0.0
breastw,1.5,3.3694,5,2.2463,0.34992679355783307,0.9583222291345198,0.010506515857412566,0.9191962627934218,0.030511955010894053,0.0,0.0
breastw,1.5,3.3694,7,2.2463,0.34992679355783307,0.9578551283514078,0.010419318621033746,0.9183890464657649,0.028083428269375824,0.008163265306122448,0.016326530612244896
breastw,1.5,3.3694,10,2.2463,0.34992679355783307,0.9579024768362563,0.010403621156713012,0.9190834909102094,0.027628176939686697,0.016326530612244896,0.019995834634964717
breastw,1.5,3.3694,15,2.2463,0.34992679355783307,0.9638024172516463,0.0092352362834164,0.9271481215022641,0.023547966932737512,0.016326530612244896,0.019995834634964717
breastw,1.5,3.3694,20,2.2463,0.34992679355783307,0.9640838481334985,0.008978471727369526,0.9285076541117967,0.022764568384895323,0.04048979591836734,0.025301382044487206
breastw,2.0,4.4926,2,2.2463,0.34992679355783307,0.9583222291345198,0.010506515857412566,0.9191962627934218,0.030511955010894053,0.0,0.0
breastw,2.0,4.4926,3,2.2463,0.34992679355783307,0.9583222291345198,0.010506515857412566,0.9191962627934218,0.030511955010894053,0.0,0.0
breastw,2.0,4.4926,5,2.2463,0.34992679355783307,0.9583222291345198,0.010506515857412566,0.9191962627934218,0.030511955010894053,0.0,0.0
breastw,2.0,4.4926,7,2.2463,0.34992679355783307,0.9583222291345198,0.010506515857412566,0.9191962627934218,0.030511955010894053,0.0,0.0
breastw,2.0,4.4926,10,2.2463,0.34992679355783307,0.9583222291345198,0.010506515857412566,0.9191962627934218,0.030511955010894053,0.0,0.0
breastw,2.0,4.4926,15,2.2463,0.34992679355783307,0.9583222291345198,0.010506515857412566,0.9191962627934218,0.030511955010894053,0.0,0.0
breastw,2.0,4.4926,20,2.2463,0.34992679355783307,0.9583222291345198,0.010506515857412566,0.9191962627934218,0.030511955010894053,0.0,0.0
breastw,3.0,6.7388,2,2.2463,0.34992679355783307,0.9583222291345198,0.010506515857412566,0.9191962627934218,0.030511955010894053,0.0,0.0
breastw,3.0,6.7388,3,2.2463,0.34992679355783307,0.9583222291345198,0.010506515857412566,0.9191962627934218,0.030511955010894053,0.0,0.0
breastw,3.0,6.7388,5,2.2463,0.34992679355783307,0.9583222291345198,0.010506515857412566,0.9191962627934218,0.030511955010894053,0.0,0.0
breastw,3.0,6.7388,7,2.2463,0.34992679355783307,0.9583222291345198,0.010506515857412566,0.9191962627934218,0.030511955010894053,0.0,0.0
breastw,3.0,6.7388,10,2.2463,0.34992679355783307,0.9583222291345198,0.010506515857412566,0.9191962627934218,0.030511955010894053,0.0,0.0
breastw,3.0,6.7388,15,2.2463,0.34992679355783307,0.9583222291345198,0.010506515857412566,0.9191962627934218,0.030511955010894053,0.0,0.0
breastw,3.0,6.7388,20,2.2463,0.34992679355783307,0.9583222291345198,0.010506515857412566,0.9191962627934218,0.030511955010894053,0.0,0.0
cardio,0.25,0.7442,2,2.9769,0.0961223375204806,0.6648271231957033,0.06987929858695169,0.3247560772106095,0.046752130130845414,0.1764394110832978,0.00643203216139495
cardio,0.25,0.7442,3,2.9769,0.0961223375204806,0.7325104301539347,0.06046845838954987,0.4196597430230683,0.05984796936580336,0.17738872937995032,0.004747406544585287
cardio,0.25,0.7442,5,2.9769,0.0961223375204806,0.792746367429147,0.07239804112774922,0.4784763382983875,0.07848719474037166,0.17723963159377193,0.001605933588717379
cardio,0.25,0.7442,7,2.9769,0.0961223375204806,0.7675965088956025,0.03506788648661485,0.44905684504960136,0.0460212054785447,0.1765282434196421,0.0016678455781310997
cardio,0.25,0.7442,10,2.9769,0.0961223375204806,0.6755939193401429,0.14500626367758607,0.3132005981588131,0.18216020513447032,0.1757356608478803,0.0019176878998032338
cardio,0.25,0.7442,15,2.9769,0.0961223375204806,0.5,0.0,0.09612126085079138,0.0009856911004898715,0.17538288274351344,0.001638583442139063
cardio,0.25,0.7442,20,2.9769,0.0961223375204806,0.5,0.0,0.09612126085079138,0.0009856911004898715,0.17538288274351344,0.001638583442139063
cardio,0.5,1.4885,2,2.9769,0.0961223375204806,0.5700177432503717,0.03798019329144374,0.24953653966283212,0.04939807460689982,0.16906920706195347,0.023646976966037913
cardio,0.5,1.4885,3,2.9769,0.0961223375204806,0.6356174171582026,0.056144269322133906,0.2930573317744748,0.05444045212130586,0.1927661289823606,0.03127067596840405
